mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__max_depth,param_tfidf__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.11021499633789063,0.0038812387087791026,0.01219482421875,0.002802421176855663,,100,"{'classifier__max_depth': None, 'tfidf__max_features': 100}",0.873792270531401,0.8780193236714976,0.8731884057971014,0.8701690821256038,0.8785498489425981,0.8747437862136405,0.003145401944470234,12,0.947908802657406,0.9468518798127736,0.9470028687905783,0.951079571191303,0.9495772946859904,0.9484840834276103,0.0016199198123819864
0.14066905975341798,0.006444373773135853,0.012393474578857422,0.0026199489762072253,,150,"{'classifier__max_depth': None, 'tfidf__max_features': 150}",0.875,0.8900966183574879,0.8828502415458938,0.8768115942028986,0.8755287009063444,0.8800574310025249,0.00574817422558434,9,0.9572701192812925,0.9540993507473955,0.9557602295032462,0.957874075192511,0.9557669082125604,0.956154136587401,0.0013214279875898747
0.16585612297058105,0.022790163644966305,0.012584543228149414,0.0026337121839309337,,200,"{'classifier__max_depth': None, 'tfidf__max_features': 200}",0.8774154589371981,0.8828502415458938,0.8786231884057971,0.8804347826086957,0.8767371601208459,0.8792121663236863,0.0022104791348180964,11,0.9589309980371433,0.9572701192812925,0.9589309980371433,0.9596859429261664,0.9586352657004831,0.9586906647964458,0.0007908371904664305
0.25482001304626467,0.018890708979733717,0.01260237693786621,0.0027571586211443313,,500,"{'classifier__max_depth': None, 'tfidf__max_features': 500}",0.8907004830917874,0.8683574879227053,0.876207729468599,0.8804347826086957,0.8827794561933535,0.8796959878570281,0.007374036037112068,10,0.9704061603502945,0.9699531934168806,0.9723690170617545,0.970557149328099,0.970108695652174,0.9706788431618406,0.0008714916926710428
0.061652851104736325,0.0022626343985483795,0.014845466613769532,0.005169631836571596,5,100,"{'classifier__max_depth': 5, 'tfidf__max_features': 100}",0.9015700483091788,0.8919082125603864,0.8888888888888888,0.8931159420289855,0.8930513595166163,0.8937068902608111,0.004220345330722146,7,0.8986863958930998,0.9006492526045599,0.9004982636267552,0.9029140872716291,0.9029287439613527,0.9011353486714793,0.0016136737046020917
0.05867094993591308,0.012570039076354374,0.012389278411865235,0.0026775040733657144,5,150,"{'classifier__max_depth': 5, 'tfidf__max_features': 150}",0.9021739130434783,0.8973429951690821,0.8919082125603864,0.8931159420289855,0.8912386706948641,0.8951559466993594,0.004100962813879064,5,0.9009512305601691,0.9023101313604107,0.9024611203382154,0.9021591423826061,0.9030797101449275,0.9021922669572658,0.0006949817473385821
0.06839971542358399,0.04224628738448396,0.010634183883666992,0.000898601123841964,5,200,"{'classifier__max_depth': 5, 'tfidf__max_features': 200}",0.8991545893719807,0.8973429951690821,0.8931159420289855,0.892512077294686,0.8942598187311178,0.8952770845191702,0.0025555297765771368,3,0.9006492526045599,0.9036690321606523,0.9029140872716291,0.9029140872716291,0.9038345410628019,0.9027962000742544,0.0011381709959211847
0.06923813819885254,0.011881828856741836,0.01268596649169922,0.0014910031188779679,5,500,"{'classifier__max_depth': 5, 'tfidf__max_features': 500}",0.9057971014492754,0.8967391304347826,0.893719806763285,0.892512077294686,0.8966767371601209,0.89708897062043,0.004656674451260519,2,0.9027630982938245,0.9063868337611355,0.9042729880718707,0.9039710101162615,0.9056461352657005,0.9046080131017586,0.0012777813418743862
0.09450111389160157,0.009342217581150817,0.01711759567260742,0.0019184694731236346,10,100,"{'classifier__max_depth': 10, 'tfidf__max_features': 100}",0.8931159420289855,0.8840579710144928,0.8882850241545893,0.8919082125603864,0.8930513595166163,0.8900837018550142,0.003489268846493357,8,0.9134833157179526,0.9143892495847803,0.9143892495847803,0.9171070511852635,0.9171195652173914,0.9152976862580336,0.0015189140342874534
0.08319544792175293,0.0040957347703776655,0.015983772277832032,0.0029447052139228236,10,150,"{'classifier__max_depth': 10, 'tfidf__max_features': 150}",0.8973429951690821,0.8961352657004831,0.8907004830917874,0.894927536231884,0.8930513595166163,0.8944315279419707,0.0023431153853112714,6,0.9162011173184358,0.9149932054959988,0.9174090291408727,0.9190699078967235,0.9177234299516909,0.9170793379607444,0.0013863000825306189
0.08529515266418457,0.008758675920533993,0.017893028259277344,0.004236805343452574,10,200,"{'classifier__max_depth': 10, 'tfidf__max_features': 200}",0.8955314009661836,0.9009661835748792,0.8931159420289855,0.8900966183574879,0.89607250755287,0.8951565304960812,0.003591610303923127,4,0.9166540842518496,0.9172580401630681,0.9168050732296542,0.9181639740298958,0.9169685990338164,0.9171699541416567,0.000535842959828663
0.10263233184814453,0.022987971868679312,0.016330909729003907,0.0013661279594723657,10,500,"{'classifier__max_depth': 10, 'tfidf__max_features': 500}",0.9003623188405797,0.8967391304347826,0.893719806763285,0.8955314009661836,0.9009063444108761,0.8974518002831413,0.002775917898110153,1,0.9180129850520912,0.919673863807942,0.9183149630077004,0.9186169409633097,0.9184782608695652,0.9186194027401215,0.0005643121821387651
