mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__n_estimators,param_tfidf__max_features,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
1.1287263870239257,0.10098680933523506,0.06089596748352051,0.006452175584387714,50,100,"{'classifier__n_estimators': 50, 'tfidf__max_features': 100}",0.8943236714975845,0.8907004830917874,0.8888888888888888,0.8882850241545893,0.8990936555891239,0.8922583446443948,0.004013838341083326,12,0.9477578136796014,0.9468518798127736,0.9468518798127736,0.951079571191303,0.9492753623188406,0.9483633013630586,0.0016214427222102522
1.1046810626983643,0.06074646107980543,0.06646089553833008,0.012564689734275044,50,150,"{'classifier__n_estimators': 50, 'tfidf__max_features': 150}",0.8973429951690821,0.8973429951690821,0.8991545893719807,0.8894927536231884,0.8906344410876132,0.8947935548841894,0.0039348350643368234,9,0.9571191303034878,0.9537973727917862,0.9557602295032462,0.957874075192511,0.9554649758454107,0.9560031567272885,0.0014113729481753012
1.2435919761657714,0.05124734768913547,0.06349673271179199,0.009111712097742997,50,200,"{'classifier__n_estimators': 50, 'tfidf__max_features': 200}",0.8985507246376812,0.8985507246376812,0.8979468599033816,0.8907004830917874,0.8972809667673716,0.8966059518075806,0.0029897332052185926,6,0.9587800090593387,0.9571191303034878,0.9587800090593387,0.959081987014948,0.9584842995169082,0.9584490869908043,0.0006913184481235274
1.6586748600006103,0.07230559507625614,0.08917398452758789,0.006254738257468291,50,500,"{'classifier__n_estimators': 50, 'tfidf__max_features': 500}",0.9082125603864735,0.8900966183574879,0.8907004830917874,0.8955314009661836,0.8954682779456193,0.8960018681495103,0.006520486506673207,8,0.9704061603502945,0.9698022044390759,0.9723690170617545,0.970557149328099,0.970108695652174,0.9706486453662796,0.0008983158927214156
1.8859107971191407,0.1274709822548401,0.1210029125213623,0.022579688515632457,100,100,"{'classifier__n_estimators': 100, 'tfidf__max_features': 100}",0.8967391304347826,0.8907004830917874,0.8894927536231884,0.8894927536231884,0.8966767371601209,0.8926203715866136,0.0033665482678301765,11,0.947908802657406,0.9468518798127736,0.9470028687905783,0.951079571191303,0.9495772946859904,0.9484840834276103,0.0016199198123819864
1.747739887237549,0.4863818867145601,0.0852724552154541,0.01369997350256728,100,150,"{'classifier__n_estimators': 100, 'tfidf__max_features': 150}",0.9021739130434783,0.9003623188405797,0.893719806763285,0.894927536231884,0.89607250755287,0.8974512164864195,0.0032548916589937634,3,0.9572701192812925,0.9540993507473955,0.9557602295032462,0.957874075192511,0.9556159420289855,0.9561239433506861,0.0013316162392099991
1.383601188659668,0.014264339352958353,0.06799082756042481,0.0017427265975854822,100,200,"{'classifier__n_estimators': 100, 'tfidf__max_features': 200}",0.9003623188405797,0.8967391304347826,0.894927536231884,0.8979468599033816,0.8966767371601209,0.8973305165141496,0.0017957273565648807,4,0.9589309980371433,0.9572701192812925,0.9589309980371433,0.9596859429261664,0.9586352657004831,0.9586906647964458,0.0007908371904664305
1.8065927982330323,0.02925583650145831,0.08345170021057129,0.0020025040616494685,100,500,"{'classifier__n_estimators': 100, 'tfidf__max_features': 500}",0.9064009661835749,0.8943236714975845,0.8931159420289855,0.9003623188405797,0.8984894259818731,0.8985384649065196,0.0047395360987758485,1,0.9702551713724898,0.9699531934168806,0.9723690170617545,0.970557149328099,0.970108695652174,0.9706486453662796,0.0008829576645647786
2.2042781829833986,0.018183380900046557,0.10900192260742188,0.0013046533685693133,200,100,"{'classifier__n_estimators': 200, 'tfidf__max_features': 100}",0.8973429951690821,0.8931159420289855,0.8882850241545893,0.8900966183574879,0.8954682779456193,0.8928617715311529,0.0033326425624861135,10,0.947908802657406,0.9468518798127736,0.9470028687905783,0.951079571191303,0.9495772946859904,0.9484840834276103,0.0016199198123819864
2.484571409225464,0.02017844209279732,0.11862697601318359,0.0017809321345328036,200,150,"{'classifier__n_estimators': 200, 'tfidf__max_features': 150}",0.9003623188405797,0.8979468599033816,0.8955314009661836,0.893719806763285,0.8936555891238671,0.8962431951194594,0.00258609738513507,7,0.9572701192812925,0.9540993507473955,0.9557602295032462,0.957874075192511,0.9557669082125604,0.956154136587401,0.0013214279875898747
2.715185260772705,0.021963767554068293,0.12437977790832519,0.0012054252528690076,200,200,"{'classifier__n_estimators': 200, 'tfidf__max_features': 200}",0.8985507246376812,0.8955314009661836,0.8979468599033816,0.8961352657004831,0.8978851963746224,0.8972098895164702,0.0011635414634171529,5,0.9589309980371433,0.9572701192812925,0.9589309980371433,0.9596859429261664,0.9586352657004831,0.9586906647964458,0.0007908371904664305
3.574417495727539,0.06815539196065323,0.1541677951812744,0.0008285193833047779,200,500,"{'classifier__n_estimators': 200, 'tfidf__max_features': 500}",0.9070048309178744,0.8913043478260869,0.893719806763285,0.8979468599033816,0.9003021148036254,0.8980555920428506,0.005468562811195524,2,0.9704061603502945,0.9699531934168806,0.9723690170617545,0.970557149328099,0.970108695652174,0.9706788431618406,0.0008714916926710428
